"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"6/2/2026 7:04:22 AM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"6/1/2026 11:48:56 AM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"6/1/2026 11:42:26 AM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"6/1/2026 11:42:26 AM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"6/1/2026 11:42:26 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/1/2026 11:42:26 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/1/2026 11:42:26 AM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone _msdcs.scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"6/1/2026 11:42:02 AM","4013","Warning","Microsoft-Windows-DNS-Server-Service","The DNS server is waiting for Active Directory Domain Services (AD DS) to signal that the initial synchronization of the directory has been completed. The DNS server service cannot start until the initial synchronization is complete because critical DNS data might not yet be replicated onto this domain controller. If events in the AD DS event log indicate that there is a problem with DNS name resolution, consider adding the IP address of another DNS server for this domain to the DNS server list in the Internet Protocol properties of this computer. This event will be logged every two minutes until AD DS has signaled that the initial synchronization has successfully completed."
"6/1/2026 11:41:56 AM","7693","Information","Microsoft-Windows-DNS-Server-Service","The XfrScopeOptionValue has been set to 65433.  This option ID will be used to communicate the scope information during zone transfers via an OPT RR."
"5/31/2026 6:00:24 PM","3","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has shut down."
"5/31/2026 5:56:48 PM","4","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has finished the background loading and signing of zones. All zones are now available for DNS updates and zone transfers, as allowed by their individual zone configuration."
"5/31/2026 5:56:48 PM","2","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has started."
"5/31/2026 5:56:48 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone TrustAnchors from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
"5/31/2026 5:56:48 PM","769","Information","Microsoft-Windows-DNS-Server-Service","The DNS server has loaded the zone scaffold.htb from file NULL on server dc.scaffold.htb. [virtualization instance: .]."
